publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	pkb-pidurltoc	pkb-subjectcategory	pkb-primarysubectarea	pkb-originalcompany	pkb-media
SMALL	1613-6829	1613-6829							http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1613-6829		2296					http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1613-6829/issues	Life Sciences	Nanotechnology General	Wiley	Print & Online
SOCIAL AND PERSONALITY PSYCHOLOGY COMPASS	1751-9004	1751-9004							http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1751-9004		SPC3					http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1751-9004/issues	Humanities and Social Sciences	Social Psychology	Blackwell	Online
SOCIAL ANTHROPOLOGY	1469-8676	1469-8676							http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1469-8676		SOCA					http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1469-8676/issues	Humanities and Social Sciences	General & Introductory Anthropology	Blackwell	Print & Online
SOCIAL DEVELOPMENT	1467-9507	1467-9507							http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9507		SODE					http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9507/issues	Psychology	Developmental Psychology	Blackwell	Print & Online
SOCIAL ISSUES AND POLICY REVIEW	1751-2409	1751-2409							http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1751-2409		SIPR					http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1751-2409/issues	Psychology	Social Psychology	Blackwell	Print & Online
SOCIAL POLICY & ADMINISTRATION	1467-9515	1467-9515							http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9515		SPOL					http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9515/issues	Humanities and Social Sciences	General & Introductory Social Policy & Welfare	Blackwell	Print & Online
SOCIAL SCIENCE QUARTERLY	1540-6237	1540-6237							http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1540-6237		SSQU					http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1540-6237/issues	Humanities and Social Sciences	General & Introductory Political Science	Blackwell	Print & Online
SOCIOLOGIA RURALIS	1467-9523	1467-9523							http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9523		SORU					http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9523/issues	Humanities and Social Sciences	General Sociology	Blackwell	Print & Online
SOCIOLOGICAL FORUM	1573-7861	1573-7861							http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1573-7861		SOCF					http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1573-7861/issues	Humanities and Social Sciences	General Sociology	Blackwell	Print & Online
SOCIOLOGICAL INQUIRY	1475-682X	1475-682X							http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1475-682X		SOIN					http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1475-682X/issues	Humanities and Social Sciences	General Sociology	Blackwell	Print & Online
THE SOCIOLOGICAL QUARTERLY	1533-8525	1533-8525							http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1533-8525		TSQ					http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1533-8525/issues	Humanities and Social Sciences	General Sociology	Blackwell	Print & Online
THE SOCIOLOGICAL REVIEW	1467-954X	1467-954X							http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-954X		SORE					http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-954X/issues	Humanities and Social Sciences	General Sociology	Blackwell	Print & Online
SOCIOLOGY COMPASS	1751-9020	1751-9020							http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1751-9020		SOC4					http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1751-9020/issues	Humanities and Social Sciences	General Sociology	Blackwell	Online
SOCIOLOGY OF HEALTH & ILLNESS	1467-9566	1467-9566							http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9566		SHIL					http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9566/issues	Humanities and Social Sciences	Sociology of Health & Illness	Blackwell	Print & Online
SOFTWARE TESTING, VERIFICATION & RELIABILITY (ELECTRONIC)	1099-1689	1099-1689							http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1689		STVR					http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1689/issues	Information Science and Computing	Programming & Software Development	Wiley	Online
SOFTWARE:PRACTICE AND EXPERIENCE	1097-024X	1097-024X							http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-024X		SPE					http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-024X/issues	Information Science and Computing	Programming & Software Development	Wiley	Print & Online
SOIL USE AND MANAGEMENT	1475-2743	1475-2743							http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1475-2743		SUM					http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1475-2743/issues	Earth and Environmental Science	Soil Science & Geoarchaeology	Blackwell	Print & Online
THE SOUTH AFRICAN JOURNAL OF ECONOMICS	1813-6982	1813-6982							http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1813-6982		SAJE					http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1813-6982/issues	Business, Economics, Finance and Accounting    	International Finance	Blackwell	Print & Online
THE SOUTHERN JOURNAL OF PHILOSOPHY	2041-6962	2041-6962							http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)2041-6962		SJP					http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)2041-6962/issues	Humanities and Social Sciences	General Philosophy	Wiley	Print & Online
SPACE WEATHER (ELECTRONIC)	1542-7390	1542-7390							http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1542-7390		SWE3					http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1542-7390/issues	Earth and Environmental Science	Atmospheric, Physics and Chemistry	Wiley	Print & Online
SPECIAL CARE IN DENTISTRY	1754-4505	1754-4505							http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1754-4505		SCD					http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1754-4505/issues	Medical, Veterinary and Health Sciences	Dentistry Special Topics	Blackwell	Print & Online
SPECIAL EVENTS GALORE (ELECTRONIC)	2325-8586	2325-8586							http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2325-8586		SPEG					http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2325-8586/issues	0	0	Wiley	Online
SPECTROSCOPY EUROPE	0966-0941								Not on WOL		SE					Not on WOL/issues	Chemistry   	Spectroscopy	Wiley	undefined
STAHLBAU	1437-1049	1437-1049							http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1437-1049		2092					http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1437-1049/issues	Engineering 	General & Introductory Civil Engineering & Construction	Wiley	Print & Online
STARCH / STAERKE	1521-379X	1521-379X							http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1521-379X		2041					http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1521-379X/issues	Chemistry   	Food Chemistry	Wiley	Print & Online
STAT	2049-1573	2049-1573							http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2049-1573		STA4					http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2049-1573/issues	Mathematics and Statistics	General & Introductory Statistics	Wiley	Online
STATISTICA NEERLANDICA	1467-9574	1467-9574							http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9574		STAN					http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9574/issues	Mathematics and Statistics	Probability & Mathematical Statistics	Blackwell	Print & Online
STATISTICAL ANALYSIS AND DATA MINING  (ELECTRONIC)	1932-1872	1932-1872							http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1932-1872		SAM					http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1932-1872/issues	Mathematics and Statistics	Data Analysis	Wiley	Online
STATISTICS IN MEDICINE	1097-0258	1097-0258							http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-0258		SIM					http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-0258/issues	Mathematics and Statistics	Experimental Design	Wiley	Print & Online
STEEL CONSTRUCTION - DESIGN AND RESEARCH	1867-0539	1867-0539							http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1867-0539		2489					http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1867-0539/issues	Engineering 	General & Introductory Civil Engineering & Construction	Wiley	Print & Online
STEEL RESEARCH INTERNATIONAL	1869-344X	1869-344X							http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1869-344X		2520					http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1869-344X/issues	Polymers and Materials Science	General & Introductory Materials Science	Wiley	Print & Online
STEM CELLS	1549-4918	1549-4918							http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1549-4918		STEM					http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1549-4918/issues	Life Sciences	Cell & Molecular Biology	Wiley	Print & Online
STRAIN (ELECTRONIC)	1475-1305	1475-1305							http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1475-1305		STR					http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1475-1305/issues	Engineering 	General & Introductory Mechanical Engineering	Blackwell	Online
STRATEGIC CHANGE: BRIEFINGS IN ENTREPRENEURIAL FINANCE	1099-1697	1099-1697							http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1697		JSC					http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1697/issues	Business, Economics, Finance and Accounting    	Institutional & Corporate Finance	Wiley	Print & Online
STRATEGIC ENROLLMENT MANAGEMENT QUARTERLY (ELECTRONIC)	2325-4750	2325-4750							http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2325-4750		SEM3					http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2325-4750/issues	Education	Higher Education General	Wiley	Online
STRATEGIC ENTREPRENEURSHIP JOURNAL	1932-443X	1932-443X							http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1932-443X		SEJ					http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1932-443X/issues	Business, Economics, Finance and Accounting    	Small Business & Entrepreneurship	Wiley	Print & Online
STRATEGIC MANAGEMENT JOURNAL	1097-0266	1097-0266							http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-0266		SMJ					http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-0266/issues	Business, Economics, Finance and Accounting    	Strategic Management	Wiley	Print & Online
STRESS AND HEALTH (ELECTRONIC)	1532-2998	1532-2998							http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1532-2998		SMI					http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1532-2998/issues	Psychology	Psychology General	Wiley	Online
STRUCTURAL CONCRETE	1751-7648	1751-7648							http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1751-7648		2084					http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1751-7648/issues	Engineering 	General & Introductory Civil Engineering & Construction	Wiley	Print & Online
STRUCTURAL CONTROL AND HEALTH MONITORING (ELECTRONIC)	1545-2263	1545-2263							http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1545-2263		STC					http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1545-2263/issues	Engineering 	Structural & Building Engineering	Wiley	Online
THE STRUCTURAL DESIGN OF TALL AND SPECIAL  BUILDINGS (ELECTRONIC)	1541-7808	1541-7808							http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1541-7808		TAL					http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1541-7808/issues	Engineering 	Structural & Building Engineering	Wiley	Online
STUDENT AFFAIRS TODAY	1943-7552	1943-7552							http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1943-7552		SAY					http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1943-7552/issues	Education	Higher Education General	Wiley	Print & Online
STUDIA LINGUISTICA	1467-9582	1467-9582							http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9582		STUL					http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9582/issues	Humanities and Social Sciences	General & Introductory Linguistics	Blackwell	Print & Online
STUDIES IN APPLIED MATHEMATICS	1467-9590	1467-9590							http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9590		SAPM					http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9590/issues	Mathematics and Statistics	Applied Mathematics	Blackwell	Print & Online
STUDIES IN ETHNICITY AND NATIONALISM	1754-9469	1754-9469							http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1754-9469		SENA					http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1754-9469/issues	Humanities and Social Sciences	General & Introductory Political Science	Blackwell	Print & Online
STUDIES IN FAMILY PLANNING	1728-4465	1728-4465							http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1728-4465		SIFP					http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1728-4465/issues	Humanities and Social Sciences	Population & Demography	Blackwell	Print & Online
SUCCESSFUL FUNDRAISING	2325-8624	2325-8624							http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2325-8624		SFR					http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2325-8624/issues	0	0	Wiley	Print and Online
THE SUCCESSFUL REGISTRAR	1943-7560	1943-7560							http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1943-7560		TSR					http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1943-7560/issues	Education	Higher Education General	Wiley	Print & Online
SUICIDE AND LIFE-THREATENING BEHAVIOR	1943-278X	1943-278X							http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1943-278X		SLTB					http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1943-278X/issues	Medical, Veterinary and Health Sciences	Mental Health	Wiley	Print & Online
SUPPORT FOR LEARNING	1467-9604	1467-9604							http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9604		SUFL					http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9604/issues	Education	Special Educational Needs	Blackwell	Print & Online
SURFACE AND INTERFACE ANALYSIS	1096-9918	1096-9918							http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1096-9918		SIA					http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1096-9918/issues	Polymers and Materials Science	Thin Films, Surfaces & Interfaces	Wiley	Print & Online
SURGICAL PRACTICE	1744-1633	1744-1633							http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1744-1633		ASH					http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1744-1633/issues	Medical, Veterinary and Health Sciences	Surgery & Surgical Specialties	Blackwell	Print & Online
SUSTAINABLE DEVELOPMENT	1099-1719	1099-1719							http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1719		SD					http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1719/issues	Humanities and Social Sciences	General & Introductory Development Studies	Wiley	Print & Online
SWISS POLITICAL SCIENCE REVIEW	1662-6370	1662-6370							http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1662-6370		SPSR					http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1662-6370/issues	Humanities and Social Sciences	General & Introductory Political Science	Wiley	Print & Online
SYMBOLIC INTERACTION	1533-8665	1533-8665							http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1533-8665		SYMB					http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1533-8665/issues	Humanities and Social Sciences	General Sociology	Blackwell	Print & Online
SYNAPSE (ELECTRONIC)	1098-2396	1098-2396							http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1098-2396		SYN					http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1098-2396/issues	Life Sciences	Neuroscience	Wiley	Online
SYNTAX	1467-9612	1467-9612							http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9612		SYNT					http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9612/issues	Humanities and Social Sciences	Syntax	Blackwell	Print & Online
SYSTEM DYNAMICS REVIEW (THE JOURNAL OF THE SYSTEM  DYNAMICS SOCIETY)	1099-1727	1099-1727							http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1727		SDR					http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1727/issues	Business, Economics, Finance and Accounting    	Management	Wiley	Print & Online
SYSTEMATIC ENTOMOLOGY	1365-3113	1365-3113							http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-3113		SYEN					http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-3113/issues	Life Sciences	Entomology	Blackwell	Print & Online
SYSTEMS ENGINEERING	1520-6858	1520-6858							http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1520-6858		SYS					http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1520-6858/issues	Engineering 	Systems Engineering & Management	Wiley	Print & Online
SYSTEMS RESEARCH & BEHAVIORAL SCIENCE	1099-1743	1099-1743							http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1743		SRBS					http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1743/issues	Business, Economics, Finance and Accounting    	Management	Wiley	Print & Online
TEACHING STATISTICS	1467-9639	1467-9639							http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9639		TEST					http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9639/issues	Mathematics and Statistics	General & Introductory Statistics	Blackwell	Print & Online
TEACHING THEOLOGY & RELIGION	1467-9647	1467-9647							http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9647		TETH					http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9647/issues	Humanities and Social Sciences	General & Introductory Religion & Theology	Blackwell	Print & Online
TECTONICS	1944-9194	1944-9194							http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1944-9194		TECT					http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1944-9194/issues	Earth and Environmental Science	Structural Geology & Tectonics	Wiley	Print & Online
TERRA NOVA	1365-3121	1365-3121							http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-3121		TER					http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-3121/issues	Earth and Environmental Science	Geology & Geophysics	Blackwell	Print & Online
TESOL JOURNAL (ELECTRONIC)	1949-3533	1949-3533							http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1949-3533		TES5					http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1949-3533/issues	Humanities and Social Sciences	Educational Linguistics	Wiley	Online
TESOL QUARTERLY	1545-7249	1545-7249							http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1545-7249		TESQ					http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1545-7249/issues 	Humanities and Social Sciences	Educational Linguistics	Wiley	Print & Online
THEORETICAL ECONOMICS	1555-7561	1555-7561							http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1555-7561		THEC					http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1555-7561/issues	Humanities and Social Sciences	General & Introductory Economics	Blackwell	Print & Online
THEORIA	1755-2567	1755-2567							http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1755-2567		THEO					http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1755-2567/issues	Humanities and Social Sciences	General Philosophy	Blackwell	Print & Online
THERAPEUTIC APHERESIS AND DIALYSIS	1744-9987	1744-9987							http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1744-9987		TAP					http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1744-9987/issues	Medical, Veterinary and Health Sciences	Nephrology	Blackwell	Print & Online
