publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	onlineidentifier
Latin American Economic Review	2198-3526								http://link.springer.com/journal/40503		40503														2196-436X
Life Sciences, Society and Policy									http://link.springer.com/journal/40504		40504														2195-7819
Economic Theory Bulletin	2196-1085								http://link.springer.com/journal/40505		40505														2196-1093
Current Treatment Options in Infectious Diseases									http://link.springer.com/journal/40506		40506														1534-6250
EPJ Quantum Technology									http://link.springer.com/journal/40507		40507														2196-0763
Sustainable Chemical Processes									http://link.springer.com/journal/40508		40508														2043-7129
Quantum Studies: Mathematics and Foundations	2196-5609								http://link.springer.com/journal/40509		40509														2196-5617
Progress in Orthodontics									http://link.springer.com/journal/40510		40510														2196-1042
Transportation Infrastructure Geotechnology	2196-7202								http://link.springer.com/journal/40515		40515														2196-7210
Lasers in Manufacturing and Materials Processing	2196-7229								http://link.springer.com/journal/40516		40516														2196-7237
Geothermal Energy									http://link.springer.com/journal/40517		40517														2195-9706
Current Sustainable/Renewable Energy Reports									http://link.springer.com/journal/40518		40518														2196-3010
Eating and Weight Disorders - Studies on Anorexia, Bulimia and Obesity	1124-4909								http://link.springer.com/journal/40519		40519														1590-1262
Aging Clinical and Experimental Research	1720-8319								http://link.springer.com/journal/40520		40520														1720-8319
Current Treatment Options in Allergy									http://link.springer.com/journal/40521		40521														2196-3053
Journal of Chinese Management									http://link.springer.com/journal/40527		40527														2195-9897
Botanical Studies									http://link.springer.com/journal/40529		40529														1999-3110
e.Curriculum Innere Medizin									http://link.springer.com/journal/40531		40531														2196-0208
Tijdschrift voor Neuropsychiatrie en Gedragsneurologie	2214-2398								http://link.springer.com/journal/40533		40533														2214-2401
Journal of Modern Transportation	2095-087X								http://link.springer.com/journal/40534		40534														2196-0577
Applied Informatics									http://link.springer.com/journal/40535		40535														2196-0089
Large-scale Assessments in Education									http://link.springer.com/journal/40536		40536														2196-0739
Journal of Big Data									http://link.springer.com/journal/40537		40537														2196-1115
Chemical and Biological Technologies in Agriculture									http://link.springer.com/journal/40538		40538														2196-5641
Journal of Solid State Lighting									http://link.springer.com/journal/40539		40539														2196-1107
Asia Pacific Journal on Computational Engineering									http://link.springer.com/journal/40540		40540														2196-1166
Journal of Analytical Science and Technology									http://link.springer.com/journal/40543		40543														2093-3371
Friction	2223-7690								http://link.springer.com/journal/40544		40544														2223-7704
Journal of Pharmaceutical Policy and Practice									http://link.springer.com/journal/40545		40545														2052-3211
Customer Needs and Solutions	2196-291X								http://link.springer.com/journal/40547		40547														2196-2928
International Journal of Food Contamination									http://link.springer.com/journal/40550		40550														2196-2804
Infrastructure Complexity									http://link.springer.com/journal/40551		40551														2196-3258
Brazilian Journal of Science and Technology									http://link.springer.com/journal/40552		40552														2196-288X
Metallurgical and Materials Transactions E	2196-2936								http://link.springer.com/journal/40553		40553														2196-2944
Functional Linguistics									http://link.springer.com/journal/40554		40554														2196-419X
Zoological Studies									http://link.springer.com/journal/40555		40555														1810-522X
Journal of Fetal Medicine	2348-1153								http://link.springer.com/journal/40556		40556														2348-8859
Annals of Occupational and Environmental Medicine									http://link.springer.com/journal/40557		40557														2052-4374
Information Technology & Tourism	1098-3058								http://link.springer.com/journal/40558		40558														1943-4294
Journal of Intensive Care									http://link.springer.com/journal/40560		40560														2052-0492
Smart Learning Environments									http://link.springer.com/journal/40561		40561														2196-7091
Geoscience Letters									http://link.springer.com/journal/40562		40562														2196-4092
Applied Adhesion Science									http://link.springer.com/journal/40563		40563														2196-4351
Journal of Modern Power Systems and Clean Energy	2196-5625								http://link.springer.com/journal/40565		40565														2196-5420
IT-Szene München									http://link.springer.com/journal/40567		40567														1863-1983
Softwaretechnik-Trends									http://link.springer.com/journal/40568		40568														0720-8928
Computational Particle Mechanics	2196-4378								http://link.springer.com/journal/40571		40571														2196-4386
Current Environmental Health Reports									http://link.springer.com/journal/40572		40572														2196-5412
Zeitschrift für Didaktik der Naturwissenschaften	0949-1147								http://link.springer.com/journal/40573		40573														2197-988X
Bollettino dell'Unione Matematica Italiana	1972-6724								http://link.springer.com/journal/40574		40574														2198-2759
Canine Genetics and Epidemiology									http://link.springer.com/journal/40575		40575														2052-6687
Nano Convergence									http://link.springer.com/journal/40580		40580														2196-5404
Current Clinical Microbiology Reports									http://link.springer.com/journal/40588		40588														2196-5471
China Finance and Economic Review									http://link.springer.com/journal/40589		40589														2196-5633
Boletín de la Sociedad Matemática Mexicana	1405-213X								http://link.springer.com/journal/40590		40590														2296-4495
Molecular and Cellular Therapies									http://link.springer.com/journal/40591		40591														2052-8426
Monash Bioethics Review	1321-2753								http://link.springer.com/journal/40592		40592														1836-6716
International Journal of Artificial Intelligence in Education	1560-4292								http://link.springer.com/journal/40593		40593														1560-4306
